No,Title,Lyric,Anak,Remaja,Dewasa
206,Lirik Lagu Ampuni Aku - Armada Band,Ampuni akuYang selalu mementingkan egokuMaafkanlah akuTak pernah hargai ketulusanmuAmpuni akuYang selalu mementingkan egokuMaafkanlah akuTak pernah sadari berharganya kamuDan bila kau pergiAku tak berartiHubungan iniJangan terhentiOow... oowAmpuni akuAmpuni akuOow Ampuni akuAmpuni akuAmpuni akuOoo.. Ow.. Sebagai Kekasih.........,0,1,0
207,Lirik Lagu Anganku Anganmu feat. Raisa - Isyana Sa,Tiada berbeda apa yang ku rasakanTajam menusuk tak beralasanKita sudah dingin hatiDulu kita pernah saling memahamiSekian merasa telah menyakitiKita telah lupa rasaSetiap katamu cerminan hatimuJadikan berartiJangan sia-siakan waktumu tuk membenciSatu jadikan tujuan kitaHilangkan segala perdebatan yang sia-siaBerlari ke arah yang sama bukan masalahSemua punya ruang lukis yang kau mauKarena ceritamu milikmuKutahu celamu tak sengaja berjiwaAmarah dan benci beri kesempatanKita telah lupa rasaJangan sia-siakan waktumu tuk membenciSatu jadikan tujuan kitaHilangkan segala perdebatan yang sia-siaBerlari ke arah yang sama bukan masalahSemua punya ruang lukis yang kau mauKarena ceritamu milikmuSemua asa yang kau punyaTak kan membatasimuAnganku anganmuPasti kita kan mampuKita mampuSatu jadikan tujuan kitaHilangkan segala perdebatan yang sia-siaBerlari ke arah yang sama bukan masalahSemua punya ruang lukis yang kau mauKarena ceritamu milikmuSemua punya ruang lukis yang kau mauCerita memilihmuSemua punya ruangAnganku anganmu,0,1,0
208,Lirik Lagu Anugerah Terindah - Sheila on Seven,Melihat tawamuMendengar senandungmuTerlihat jelas di matakuWarna-warna indahmuMenatap langkahmuMeratapi kisah hidupmuTerlukis jelas bahwa hatimuAnugerah terindah yang pernah kumilikiSifatmu nan selaluRedakan ambisikuTepikan khilafkuDari bunga yang layuSaat kau di sisikuKembali dunia ceriaTegaskan bahwa kamuAnugerah terindah yang pernah kumilikiBelai lembut jarimuSejuk tatap wajahmuHangat peluk janjimu,0,1,0
209,Lirik Lagu Apakah Ku Jatuh Cinta Feat Sherina - Vi,Dia yang tak ku sukaDia yang tak ku dugaTak pernah ku menyangkaApakah ku jatuh cintaDia yang sesungguhnyaTak mungkin ku terimaApakah ku jatuh cintaKu jatuh padanyaBersamamu itu tak mungkinSungguh tak mungkinOh mungkinkahRasa ini apa namanyaSungguh ku tak mengertiApakah ku jatuh cintaKadang dia ga pekaGayanya suka norakTapi ku tak kuasaApakah ku jatuh cintaDia yang sesungguhnyaTak mungkin ku terimaApakah ku jatuh cintaKu jatuh padanyaBersamamu itu tak mungkinSungguh tak mungkinOh mungkinkahRasa ini apa namanyaSungguh ku tak mengertiApakah ku jatuh cintaMengapa dia buatku bertanyaApa yang terjadi di dirinyaInginku lupakanTapi hati berkata...Bersamamu itu tak mungkinSungguh tak mungkinOh tak mungkinkahRasa ini apa namanyaSungguh ku tak mengertiApakah ku jatuh cintaBersamamu itu tak mungkinSungguh tak mungkinOh tak mungkinkahRasa ini apa namanyaAkankah ku mengertiMungkin ku kan mengertiApakah ku... Jatuh cinta...,0,1,0
210,Lirik Lagu Asal Kau Bahagia - Armada,"Yang, kemarin ku melihatmuKau bertemu dengannyaKu rasa sekarang kau masihMemikirkan tentang diaApa kurangnya aku di dalam hidupmuHingga kau curangi akuKatakanlah sekarang bahwa kau tak bahagiaAku punya ragamu tapi tidak hatimuKau tak perlu berbohongKau masih menginginkannyaKu rela kau dengannyaAsalkan kau bahagiaYang ku rasa sekarang kau masihMemikirkan tentang diaApa kurangnya aku di dalam hidupmuHingga kau curangi akuKatakanlah sekarang bahwa kau tak bahagiaAku punya ragamu tapi tidak hatimuKau tak perlu berbohong kau masih menginginkannyaKu rela kau dengannya asalkan kau bahagiaKatakanlah sekarang bahwa kau tak bahagiaAku punya ragamu tapi tidak hatimuKau tak perlu berbohongKau masih menginginkannyaKu rela kau dengannyaAsalkan kau bahagiaAsalkan kau bahagia",0,1,0
211,Lirik Lagu Ayat-Ayat Cinta 2 - Krisdayanti,"ku jaga hati ini untukmu sampai nantiku relakan jiwaku merindu terlalu kau tinggalkan aku rasa merindu begitu perihnya merentang malam meredup aku musafir cinta yang menanti bersamaku merasakan sepi di keramaian dunia iniWalaupun waktu menjauh ku peluk cintaku yang utuh walau ku tak sampai padamu biarlah aku menangggung semua iniWalau sedih menyiksa hati iniKu patuhi semua suratan ini walaupun aku jauh dari sempurna aku tetap menanti sepasang mata matamu yang penuh cinta ayat ayat cintaku setia menunggu bisakah seperti dulu bersujud bersama ampuni aku oh Tuhan bila hati kecil iniTak mau pergi dari kenangan dengannya ayat ayat cintaku setia menunggu bisakah seperti dulu bersujud bersama ampuni aku oh Tuhan bila hati kecil ini tak mau pergi dari kenangan dengannya biarlah aku menangggung semua ini walau sedih menyiksa hati ini ku patuhi semua suratan ini walaupun aku jauh dari sempurna aku tetap menanti sepasang mata, matamu yang penuh cinta biarlah aku menangggung semua sedih menyiksa hatiku, ku patuhi semua suratan ini walaupun aku jauh dari sempurna aku tetap menanti sepasang mata, matamu yang penuh cinta
",0,1,0
212,Lirik Lagu Ruang Sendiri - Tulus,Beri aku kesempatan tuk bisa merindukanmuJangan datang terusBeri juga aku ruang bebas dan sendiriJangan ada terusAku butuh tahu seberapa kubutuhkanmuPercayalah rindu itu baik untuk kitaPergi melihatku menjelang siang kau tahuAku ada di mana sore nantiTak pernah sekalipun ada malam yang dinginHingga aku lupa rasanya sepiTak lagi sepi bisa kuhargaiBaik buruk perubahanku tak akan kau sadariKita berevolusiBila kita ingin tahu seberapa besar rasa yang kita punyaKita butuh ruangPergi melihatku menjelang siang kau tahuAku ada di mana sore nantiTak pernah sekalipun ada malam yang dinginHingga aku lupa rasanya sepiTak lagi sepi bisa kuhargaiKita tetap butuh ruang sendiri sendiriUntuk tetap menghargai oh rasanya sepiPergi melihatku menjelang siang kau tahuAku ada di mana sore nantiTak pernah sekalipun ada malam yang dinginHingga aku lupa rasanya sepiPergi melihatku menjelang siang kau tahuAku ada di mana sore nantiTak pernah sekalipun ada malam yang dinginHingga aku lupa rasanya sepiTak lagi sepi bisa kuhargaiTak lagi sepi bisa kuhargai,0,1,0
213,Lirik Lagu Belahan Jiwa - Ari Lasso,Jika Engkau Masih Percaya CintaUntuk Apa Dendam Itu Kau SimpanKu Akui Segala KesalahanBerikanlah Aku KesempatanAku Ini Hanya ManusiaYang Tak Mungkin Akan Pernah SempurnaNamun Aku Akan Selalu Ada Di sisimuApapun Yang TerjadiKarena Aku Ini Adalah Belahan JiwamuAku Pun Takkan Pernah Bisa Hidup TanpamuJika Kita Memang Percaya TuhanHidup Ini Pasti Penuh HarapanSelama Kita Tetap Saling SetiaTiada Ada Yang Perlu Ditakutkan,0,1,0
214,Lirik Lagu Ada Apa Dengan Cinta - Melly Goeslaw,Satu masa telah terlewatiBenci dan rindu merasuk di kalbuAda apa dengan cintakuSulit untuk aku ungkap semuaJangan pernah bibir tertutupBicarakan semua yang kau rasakanCinta itu kita yang rasaBiar sengsara hati kan meranaChorus:Wahai pujangga cinta biar membelai indahTeladani kalbukuJujurlah pada hatimuAda apa dengan cintaPerbedaan aku dan engkauBiar menjadi baitDalam puisi cinta terindahAndai bumi terbelah duaBiar kita tetap saling berpelukChorus,0,1,0
215,Lirik Lagu Biarlah - Killing Me Inside,"Semua yang berlaluTelah menjadi kenanganDan seakan kulupakanKarena ku tak sejalanDan tak mungkin ku bertahanMeski telah ku cobaSemuanya tak bergunaTerbuang sia-sia... Dirimu di hatiku sudah terlalu lamaBiarlah ku mencoba untuk tinggalkan semuaDan tak mungkin ku bertahan meski telah ku coba Semuanya tak berguna terbuang sia-sia.
",0,1,0
216,Lirik Lagu Bis Sekolah - Koes Plus,"Bis sekolah yang ku tungguKu tunggu tiada yang datangKu telah lelah berdiriBerdiri menanti nantiBila ku pergi bersama kekasihkuKu kan merasa gembira riang selaluBila menunggu sendiriSendiri hatiku sunyiDan hatiku kan bernyanyiBernyanyi lagu yang sepiBila menunggu sendiriSendiri hatiku sunyiDan hatiku kan bernyanyiBernyanyi lagu sepiBila ku pergi bersama kekasihkuKu kan merasa gembira riang selaluBila menunggu sendiriSendiri hatiku sunyiDan hatiku kan bernyanyiBernyanyi lagu sepiBis sekolah yang ku tungguKu tunggu tiada yang datangKu telah lelah berdiriBerdiri menanti nanti
",0,1,0
217,Lirik Lagu Surat Cinta Untuk Starla - Virgoun,Teruntuk kamu hidup dan matikuAku tak tahu lagi harus dengan kata apa aku menuliskannyaAtau dengan kalimat apa aku mengungkapkannyaKarna untuk kepergian kalinyaKau buat aku kembali percaya akan kata cintaDan benar bahwa cinta masih berkuasa diatas segalanyaKetika hati yang mudah rapuh iniDiuji oleh duniawi diuji oleh materiUntuk kesekian kali lagi lagi dan lagiKutuliskan kenangan tentangCaraku menemukan dirimuTentang apa yang membuatku mudahBerikan hatiku padamuTakkan habis sejuta laguUntuk menceritakan cantikmuKan teramat panjang puisiTuk menyuratkan cinta iniTelah habis sudah cinta iniTak lagi tersisa untuk duniaKarena tlah kuhabiskanSisa cintaku hanya untukmuAku pernah berpikir tentangHidupku tanpa ada dirimuDapatkah lebih indah dariYang kujalani sampai kiniAku slalu bermimpi tentangIndah hari tua bersamamuTetap cantik rambut panjangmuMeskipun nanti tak hitam lagiBila habis sudah waktu iniTak lagi berpijak pada duniaTelah aku habiskanSisa hidupku hanya untukmuDan tlah habis sudah cinta iniTak lagi tersisa untuk duniaKarena tlah kuhabiskanSisa cintaku hanya untukmuUntukmuHidup dan matikuBila musim bergantiSampai waktu terhentiWalau dunia membenciKu kan tetap disiniBila habis sudah waktu iniTak lagi berpijak pada duniaTelah aku habiskanSisa hidupku hanya untukmuTlah habis sudah cinta iniTak lagi tersisa untuk duniaKarena tlah kuhabiskanSisa cintaku hanya untukmuKarena tlah kuhabiskanSisa cintaku hanya untukmu,0,1,0
218,Lirik Lagu Bujangan - Rhoma Irama,"Katanya enak menjadi bujanganKe mana-mana tak ada yang larangHidup terasa ringan tanpa bebanUang belanja tak jadi pikiranO, bujangan ... bujanganBujangan ... bujanganEnaknya kalau jadi bujanganHidup bebas bagai burung terbangKantong kosong tidak jadi persoalanTapi susahnya menjadi bujanganKalau malam tidurnya sendirianHanya bantal guling sebagai temanMata melotot pikiran melayangO, bujangan ... bujanganBujangan ... bujanganSusahnya kalau jadi bujanganHidup tidak akan bisa tenangUrusi segala macam sendirianHo..., boleh saja hidup membujangPabila hidup belum mapanAsalkan jangan suka jajanHo..., tidak boleh hidup membujangKalau untuk bebas berkencanDengan gonta-ganti pasanganKalau memang semuanya sudah mungkinTentu lebih baik kawinKarena bahayanya hidup sendirianBerat menahan godaan
",0,1,0
219,Lirik Lagu Buka Hatimu - Armada Band,"Aku telah lelah mengikutiSemua langkah kakimuDan berharap bisa memilikimuBerbagai cara telah aku lakukanUntuk hidupmuHingga aku mengorbankan hidupkuBuka hatimuBukalah sedikit untukkuSehingga dirikuBisa memilikimuBerbagai cara telah aku lakukanUntuk hidupmuHingga aku mengorbankan hidupku Buka hatimuBukalah sedikit untukkuSehingga dirikuBisa memilikimuBetapa sakitnyaBetepa perihnya hatikuSelalu dirimu tak menganggap ku ada
",0,1,0
220,Lirik Lagu Cahaya - Tulus,Ratusan hari ku mengenalmuRatusan alasan kamu berhargaRatusan hari ku bersamamuRatusan alasan kamu cahayaSemampuku kau akrab dengan senyum dan tawaSemampuku tak lagi perlu kau takut cintaBila aku pegang kendali penuh pada cahayaAku pastikan jalanmu terangBila aku pegang kendali penuh pada cahayaAku pastikan jalanmu terangTak mudah lagi sendu mengangguKau tahu cara buatku tertawaTak mudah kusut dalam kemelutKau tahu cara mengurai semuaBila aku pegang kendali penuh pada cahayaAku pastikan jalanmu terangBila aku pegang kendali penuh pada cahayaAku pastikan jalanmu terangDuhai cahaya terima akuAku ingin kau lihat yang kau punyaAku ingin kau kembali bisaPercaya pada diri dan mampumu,0,1,0
221,Lirik Lagu Cinta Buta - Ari Lasso,Semerbak harum wangi nafasmuMembius syaraf di otakkuMatamu telanjangi hasratkuMenembus jantung hati iniAku pun tenggelam di kedalamanmuKubenamkan diriku di dasar hatimu Berlari mengelilingi bumi iniMencoba mengejar dirimuMelayang melintasi jagad rayaTuk meraih cinta di hatimuSekali ini baru kurasaCinta sanggup butakan mataPercuma berbicara logikaHilang sudah akal sehatkuTubuhku terkapar direjam rindukuTetapi cintamu bebaskan jiwaku,0,1,0
222,Lirik Lagu Cinta Dan Rahasia feat. Glenn Fredly - ,terakhir kutatap mata indahmu dibawah bintang bintang terbelah hatiku antara cinta dan rahasiaku cinta pada mu namun kau milik sahabatku dilema hatiku andai ku bisa berkata sejujurnya jangan kau pilih dia pilihlah aku yang mampu mencinta mu lebih dari dia bukan ku ingin merebutmu dari sahabat ku namun kau tahu cinta tak bisa tak bisa kau salahkanku cinta pada mu namun kau milik sahabatku dilema hatiku andai ku bisa berkata sejujurnya jangan kau pilih dia pilihlah aku yang mampu mencinta mu lebih dari dia bukan ku ingin merebutmu dari sahabat ku namun kau tahu cinta tak bisa tak bisa kau salahkan jangan kau pilih dia pilihlah aku yang mampu mencinta mu lebih dari diabukan ku ingin merebutmu dari sahabat ku namun kau tahu cinta tak bisa tak bisa kau salah kantak bisa kau salahkan tak bisa kau salahkan,0,1,0
223,Lirik Lagu Cinta Itu Buta - Armada,Salahkah bila aku mencintaimuDan berharap engkau kan jadi milikkuWalau banyak yang bilang kau tak pantas untukkuSayang ku mohon jangan tolak cintakuJiwa ragaku ini hanya untukkmuAku rela berkorban demi cintamu ituBiarlah orang berkata apaManusia tiada yang sempurnaKu terima kau apa adanyaYang penting aku bahagiaManusia tiada yang sempurnaKu terima kau apa adanyaYang penting aku bahagiaSayang.. cinta itu buta,0,1,0
224,Lirik Lagu Cinta Jangan Kau Pergi - Vidi Aldiano,"Ku sadari kesalahan iniYang membuat segalanya gelap jadinyaOoh kasihkuKuharap kau mau memaafkanMenerima pengakuankuJangan kau diam lagiKu tak sanggup menahanBicaralah kau sayangJiwa ini tak tenang Cinta jangan kau pergiTinggalkan diriku sendiriCinta jangan kau lariApalah arti hidup iniTanpa cinta dan kasih sayangOoh kasihkuKu harap kau mau memaafkanMenerima pengakuankuJangan kau diam lagiKu tak sanggup menahanBicaralah kau sayangJiwa ini tak tenang Uhh..uhhCinta jangan kau pergi... huuTinggalkan diriku sendiriCinta jangan kau lariApalah arti hidup iniTanpa cinta dan kasih sayang 
",0,1,0
225,Lirik Lagu Alamat Palsu - Ayu Ting Ting,Yayayaaa...(3x)*Ke mana ke mana ke manaKuharus mencari ke manaKekasih tercinta tak tahu rimbanyaLama tak datang ke rumah**Di mana di mana di manaTinggalnya sekarangDi manaKe sana ke mari membawa alamatNamun yang kutemui bukan dirinyaSayang yang kuterima alamat palsuKu tanya sama teman-teman semuaTetapi mereka bilang tidak tahuSayang mungkin diriku sudah tertipuMembuat aku frustasi dibuatnyaBack to,0,1,0
226,Lirik Lagu Cinta Mati (feat. Mulan Kwok) - Ahmad D,"Bagaimana caranya untuk agar kau mengerti bahwa aku rinduBagaimana caranya untuk agar kau mengerti bahwa aku cintaMasihkah mungkin, hatimu berkenan menerima hatiku untukmuCintaku sedalam samudra setinggi langit di angkasa kepadamuCintaku sebesar dunia seluas jagad raya ini kepadamu kepadamuBagaimana caranya agar kau mengerti bahwa aku mencintaimu selamanya?Bagaimana caranya agar kau mengerti bahwa aku merindukanmu selamanya?",0,1,0
227,Lirik Lagu Cinta Pertama dan Terakhir - Sherina,"Sebelumnya tak ada yang mampuMengajakku untuk bertahanDi kala sedihSebelumnya ku ikat hatikuHanya untuk aku seorangSekarang kau di sini hilang rasanyaSemua bimbang tangis kesepianKau buat aku bertanyaKau buat aku mencariTentang rasa iniAku tak mengertiAkankah sama jadinyaBila bukan kamuLalu senyummu menyadarkankuKau cinta pertama dan terakhirkuSebelumnya tak mudah bagikuTertawa sendiri di kehidupanYang kelam iniSebelumnya rasanya tak perluMembagi kisahku saat ada yang mengertiSekarang kau di sini hilang rasanyaSemua bimbang tangis kesepianBila suatu saat kau harus pergiJangan paksa aku tuk cari yang lebih baikKarena senyummu menyadarkankuKaulah cinta pertama dan terakhirkuRepeat 
",0,1,0
228,Lirik Lagu Kisah Kasih di Sekolah - Chrisye,Resah dan gelisah... Menunggu disiniDi sudut sekolah...Tempat yang kau janjikanIngin jumpa dengankuWalau mencuri waktu...Berdusta pada guru**Malu aku malu pada semut merahYang berbaris di dindingMenatapku curigaSeakan penuh tanya... Sedang apa disini ?Menanti pacar jawabkuSungguh aneh tapi nyata tak'kan terlupa...Kisah kasih di sekolah... Dengan si diaTiada masa paling indah... Masa-masa di sekolahTiada kisah paling indah... Kisah-kasih di sekolahKembali **,0,1,0
229,Lirik Lagu Cinta Sehidup Semati - Via Vallen,cintaku kepada dirimu kan ku jaga hingga akhir hidupku walau seribu rintangan menghadangkan tertahan walau sakit yang aku rasakan meskipun orang tuamu tak merestui cinta ini akan tetap memiliki berharap ku akan tetap selalu mengharap semoga suatu saat nanti kita bersatu sehidup semati walau seribu rintangan menghadangkan tertahan walau sakit yang aku rasakan meskipun orang tuamu tak merestui cinta ini akan tetap memiliki berharap ku akan tetap selalu mengharap semoga suatu saat nanti kita bersatu sehidup semati meskipun orang tuamu tak merestui cinta ini akan tetap memiliki berharap ku akan tetap selalu mengharap semoga suatu saat nanti kita bersatu sehidup semati berharap ku akan tetap selalu mengharap semoga suatu saat nanti kita bersatu sehidup semati berharap ku akan tetap selalu mengharap semoga suatu saat nanti kita bersatu sehidup semati berharap ku akan tetap selalu mengharap semoga suatu saat nanti kita bersatu sehidup semati,0,1,0
230,Lirik Lagu Galih dan Ratna - GAC,"Dua sejoli menjalin cintaCinta bersemi dari SMAGalih dan Ratna mengikat janjiJanji setia setia abadiOh Galih, oh Ratna cintamu abadiWahai, Galih, duhai RatnaTiada petaka merenggut kasihmu",0,1,0
231,Lirik Lagu Lapang Dada - Sheila on 7,Apa yang salah dengan lagu iniKenapa kembali ku mengingatmuSeperti aku bisa merasakanGetaran jantung dan langkah kakimuKe mana ini akan membawakuKau harus bisaBisa berlapang dadaKau harus bisaBisa ambil hikmahnyaKarena semuaSemua tak lagi samaWalau kau tahu dia pun merasakannyaDi jalan yan setapak kecil iniSeperti ku mendengar kau bernyanyiKau tahuKau tahuRasaku juga rasamuKau harus bisaBisa berlapang dadaKau harus bisaBisa ambil hikmahnyaKarena semuaSemua tak lagi samaWalau kau tahu dia pun merasakannyaKe mana ini akan membawakuAku takkan pernah tahuKau harus bisaBisa berlapang dadaKau harus bisaBisa ambil hikmahnyaKarena semuaSemua tak lagi samaWalau kau tahu dia pun merasakannyaMengirim cahaya untukmu,0,1,0
232,Lirik Lagu Cukup Tau - Rizky Febian,Sungguh percuma sajaKu mencintainya tapi tak dicintaiGerak tubuhnya seolah berkataTak cinta padaku dan tak suka padakuAku pun mulai berpikirKu sakit hati dan mulai ku merasaCukup tau tanam dalam diriTak usah ku dekatimu lagiKu tak mau lagi tak mau lagiBersamamu kasihCukup tau tanam dalam diriTak usah ku ganggu kamu lagiKu tak mau lagi tak mau lagi sayangGerak tubuhnya seolah berkataTak cinta padaku dan tak suka padakuAku pun mulai berpikirKu sakit hati dan mulai ku merasaCukup tau tanam dalam diriTak usah ku dekatimu lagiKu tak mau lagi tak mau lagiBersamamu kasihCukup tau tanam dalam diriTak usah ku ganggu kamu lagiKu tak mau lagi tak mau lagi sayangCukup tau tanam dalam diriTak usah ku dekatimu lagiKu tak mau lagi tak mau lagiBersamamu kasihCukup tau tanam dalam diriTak usah ku ganggu kamu lagiKu tak mau lagi tak mau lagi sayangCukup tau tanam dalam diriTak usah ku dekatimu lagiKu tak mau lagi tak mau lagiBersamamu kasihCukup tau tanam dalam diriTak usah ku ganggu kamu lagiKu tak mau lagi tak mau lagi sayang,0,1,0
233,Lirik Lagu Desember - Koes Plus,Tiada seindah masa yang laluPertama kali ku berjumpa denganmuTiada terasa saling menyintaDan ingin hidup bersamaMasa bercinta masa yang paling indahWalaupun penuh dengan penderitaanMasa bercinta masa yang paling indahWalaupun penuh dengan penderitaanTiada seindah kisah cintakuDi akhir tahun di bulan DesemberMasa yang indah dalam hidupkuYang tak dapat ku lupakan,0,1,0
234,Lirik Lagu Andaikan Kau Datang - Koes Plus,Terlalu indah di lupakanTerlalu sedih di kenangkanSetelah aku jauh berjalanDan kau ku tinggalkan*Betapa hatiku bersedihMengenang kasih dan sayangmuSetulus pesanmuKepadakuEngkau kan menungguAndaikan kau datang kembali...Jawaban apa yang kan kuberi...Adakah jalan yang kau temuiUntuk kita kembali lagi**Bersinarlah bulan purnamaSeindah serta tulus cintanyaBersinarlah terus sampai nantiLagu ini ku akhiri,0,1,0
235,Lirik Lagu Ditelan Bumi - Andra & The Backbone,"Lelah tubuhku ini, mencari-cari dirimuMembuatku seakan ingin berpalingNamun diriku, walau sesaat tak kuasa, melupakanmuKau menghilang, bagai ditelan bumiDan seakan, diriku tak berartiDan kau seolah, tak kan perduliHaruskah ku menunggu, dan terus menunggu lagiMembuatku seakan menjadi khilafNamun diriku, walau sesaat tak kuasa, menghapuskanmu kan ku seberangi samuderaKan ku selami dalamnyaWalau langit pun kan runtuhHancurkan di-ri-kuNamun diriku, walau sesaat tak kuasa, melupakanmuKau menghilangDan kau seolah, tak kan perduli",0,1,0
236,Lirik Lagu Gagal Bercinta - Armada,kau cinta pertamaku yang mampu membuatku tergila-gila jangan pernah tinggalkan ku tak bisa aku hidup tanpamu hatiku telah mati rasa untuk cinta yang lainnya kumohon janganlah kau menduaku tak ingin gagal bercinta kumohon tetaplah tuk setiaku tak ingin gagal bercinta hanya engkaulah yang aku puja untuk selama-lamanya kaulah cinta pertamaku yang mampu membuatku tergila-gila jangan pernah tinggalkan ku tak bisa aku hidup tanpamu hatiku telah mati rasa untuk cinta yang lainnya hatiku telah mati rasa untuk cinta yang lainnya kumohon janganlah kau menduaku tak ingin gagal bercinta kumohon tetaplah tuk setiaku tak ingin gagal bercinta hanya engkaulah yang aku puja dan ini bukan hanya di mulut saja hanya engkaulah yang aku puja untuk selama-lamanya,0,1,0
237,Lirik Lagu Pesta - Isyana Sarasvati,"Detak suara kudengar ada di seberang sanaKu hampiri suasana pestaRasanya rasanya ku ingin ikut berdansaTak tahan tak tahan dengar alunan musiknyaPesta di malam mingguSemua suka sukaPesta di lantai dansaSemua suka sukaPestaKau telah mengusik hasratPestaMembuat euforiaKelip lampu menambah semaraknya pestaDetak lagu semakin menggebuRasanya rasanya tak ingin berhenti berdansaTak tahan tak tahan dengar alunan musiknyaPesta di malam mingguSemua suka sukaPesta di lantai dansaSemua suka sukaPestaKau telah mengusik hasratPestaMembuat euforiaAku percaya kau merasakan hal yang samaKita bahagia semuanya suka dan terus tertawaBerpesta tak lelah berdansaPesta di malam minggu, semua suka-sukaPesta di lantai dansa, semua suka-suka
",0,1,0
238,Lirik Lagu Hampa - Ari Lasso,Kupejamkan mata iniMencoba tuk melupakanSegala kenangan indahTentang dirimuÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦Tentang mimpikuSemakin aku mencobaBayangmu semakin nyataMerasuk hingga ke jiwaTuhan tolonglahÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦Diriku Entah dimanaÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦Dirimu beradaHampa terasa hidupku tanpa dirimuApakah disanaÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ selalu rindukan akuSeperti diriku yang selalu merindukanmuSelalu merindukanmuTak bisa aku ingkariEngkaulah satu-satunyaYang bisa membuat jiwakuYang pernah matiÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦Menjadi berartiNamun kini kau menghilangBagaikan ditelan bumiTak pernahkah kau sadariArti cintamuÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦Untukku,0,1,0
239,Lirik Lagu Hanya Ingin Kau Tahu - Republik,"Ku tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢lah miliki,rasa indahnya perihku,rasa hancurnya harapku,kau lepas cintakuYang seakan abadiSekalipun kau mengertiSekalipun kau pahamiKu pikir ku salah mengertimu Ho~o aku,hanya ingin kau tahu,besarnya cintaku,tingginya hayalku bersamamuTuk lalui,waktu yang tersisa kini,di setiap hariku,di sisa akhir nafas hidupkuOo..ho..oo.ho...Walaupun semua,hanya ada dalam mimpiku,hanya ada dalam anganku,ku lewati ituYang seakan abadiSekali pun kau mengertiSekali pun kau pahamiKupikir ku salah mengertimu",0,1,0
240,Lirik Lagu Hanya Jadi Sahabatmu - Vidi Aldiano,"Kau katakan rindukan aku, sesungguhnya juga akuNamun masih sadar dan tak pernah tahuApa yang kau inginkan dengan semua iniKau bilang ku cintamu, aku juga sayangmuNamun yang aku tahu masih saja ada dirinyaKu selalu cemburu dan tak bisa tuk selalu beginiAku tak pernah mau hanya jadi sahabatmuDan aku makin bingungSaat ku kan pergi kau menahanku(Kau bilang ku cintamu, aku juga sayangmu)Namun yang aku tahu masih saja ada dirinyaKu selalu cemburu dan tak bisa tuk selalu beginiAku tak pernah mau hanya jadi sahabatmuKau bilang ku cintamu, aku juga sayangmuNamun yang aku tahu masih saja ada dirinyaKu selalu cemburu dan tak bisa tuk selalu beginiAku tak pernah mau hanya jadi sahabatmuAku tak pernah mau hanya jadi sahabatmu
",0,1,0
241,Lirik Lagu Hari Bersamanya - Sheila on Seven,Hari telah tergantiTak bisa ku hindariTibalah saat ini bertemu dengannyaJantungku berdegup cepatKaki bergetar hebatAkankah aku ulangi merusak harinya Mohon TuhanUntuk kali ini sajaBeri aku kekuatan tuk menatap matanya Mohon TuhanUntuk kali ini sajaLancarkanlah harikuHariku bersamanyaHariku bersamanyaKau tahu betapa akuLemah dihadapannyaKau tahu berapa lamaAku mendambakannya Tuhan tolonglah (beri kesempatan)Tuhan tolonglah (beri kesempatan) Hariku bersamanyaHari bersamanyaHari bersamanyaHari bersamanyaHari bersamanyaHari bersamanyaHari bersamanyaTuhan tolonglahHari bersamanyaTuhan tolonglahHari bersamanya,0,1,0
242,Lirik Lagu Jalan Kita Masih Panjang - Dewa 19,Di persimpangan Menatap berduaOmbak yang coba pecahkanKarang cinta kitaPalingkan rasa Silaunya duniaHati kecil coba nyanyikanSuara kedamaianBahagia sejati... Jalan kita masih panjangMasih ada waktu tersisaCoba kuatkan dirimuJangan berhenti disiniBeri satu kesempatanCinta suci berbicaraWaktu 'kan mengilhamiKedewasaan hatimuResapi jejakku Ikuti langkahkuTegar meski harus merangkakRingankan bebanmuBantu kamu melangkah Di persimpangan hatiku hatimuSingkirkan duri yang adaSatukan dalam hatiKita jalani semua berdua,0,1,0
243,Lirik Lagu Kamu - Killing Me Inside,Ku berjalan hingga bosanYang aku rasakanKali ini ku temukanArtinya hadirmu Kamu KamuSejukkan hatikuKamu KamuBintang di hatikuDan kamu disiniSaat dia telah pergiTak sanggup ku sendiriTanpamu di sisikuKu akui ku terlahirUntuk bersamamuTakkan bisa ku berdiriTanpamu disini Kamu KamuSejukkan hatikuKamu KamuBintang di hatikuDan kamu disiniSaat dia telah pergiTak sanggup ku sendiriTanpamu di sisiku Kamu KamuSejukkan hatikuKamu KamuBintang di hatikuKamu KamuSejukkan hatikuKamu KamuBintang di hatikuKamu KamuSejukkan hatikuKamu KamuBintang di hatiku,0,1,0
